Input,Output
"Applicant earns $139283 annually, has a credit score of 679, no outstanding loan, 6 missed payments in the last year, employment status: Self-employed, Owns home, and 1 recent credit inquiries.",Rejected
"Applicant earns $139438 annually, has a credit score of 773, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $106953 annually, has a credit score of 508, outstanding loans totaling $53077, 7 missed payments in the last year, employment status: Employed, Rents apartment, and 4 recent credit inquiries.",Rejected
"Applicant earns $68439 annually, has a credit score of 720, outstanding loans totaling $10360, 0 missed payments in the last year, employment status: Employed, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $108111 annually, has a credit score of 786, outstanding loans totaling $27284, 2 missed payments in the last year, employment status: Self-employed, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $128118 annually, has a credit score of 732, no outstanding loan, 10 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 2 recent credit inquiries.",Rejected
"Applicant earns $106533 annually, has a credit score of 681, outstanding loans totaling $39016, 8 missed payments in the last year, employment status: Self-employed, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $113895 annually, has a credit score of 621, outstanding loans totaling $8670, 8 missed payments in the last year, employment status: Freelancer, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $93582 annually, has a credit score of 812, outstanding loans totaling $11344, 1 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $136733 annually, has a credit score of 651, no outstanding loan, 10 missed payments in the last year, employment status: Freelancer, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $60887 annually, has a credit score of 772, outstanding loans totaling $66227, 8 missed payments in the last year, employment status: Employed, Living with roommates, and 5 recent credit inquiries.",Rejected
"Applicant earns $45230 annually, has a credit score of 708, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $138629 annually, has a credit score of 743, outstanding loans totaling $38652, 7 missed payments in the last year, employment status: Employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $112965 annually, has a credit score of 765, outstanding loans totaling $29721, 7 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $139081 annually, has a credit score of 817, outstanding loans totaling $68061, 1 missed payments in the last year, employment status: Employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $146939 annually, has a credit score of 828, outstanding loans totaling $31778, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $92724 annually, has a credit score of 650, no outstanding loan, 4 missed payments in the last year, employment status: Freelancer, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $116338 annually, has a credit score of 746, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $131654 annually, has a credit score of 615, outstanding loans totaling $59725, 4 missed payments in the last year, employment status: Self-employed, Rents apartment, and 2 recent credit inquiries.",Rejected
"Applicant earns $87729 annually, has a credit score of 682, outstanding loans totaling $9367, 6 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 3 recent credit inquiries.",Rejected
"Applicant earns $115738 annually, has a credit score of 725, outstanding loans totaling $53542, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $68844 annually, has a credit score of 847, no outstanding loan, 7 missed payments in the last year, employment status: Self-employed, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $114937 annually, has a credit score of 848, no outstanding loan, 9 missed payments in the last year, employment status: Unemployed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $42251 annually, has a credit score of 636, outstanding loans totaling $23871, 1 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $139044 annually, has a credit score of 753, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $119907 annually, has a credit score of 636, outstanding loans totaling $11887, 4 missed payments in the last year, employment status: Unemployed, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $82426 annually, has a credit score of 525, outstanding loans totaling $7295, 3 missed payments in the last year, employment status: Freelancer, Owns home, and 2 recent credit inquiries.",Rejected
"Applicant earns $35721 annually, has a credit score of 752, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $40723 annually, has a credit score of 807, no outstanding loan, 4 missed payments in the last year, employment status: Freelancer, Living with family, and 1 recent credit inquiries.",Rejected
"Applicant earns $129396 annually, has a credit score of 705, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $141805 annually, has a credit score of 689, no outstanding loan, 10 missed payments in the last year, employment status: Employed, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $45719 annually, has a credit score of 563, no outstanding loan, 5 missed payments in the last year, employment status: Freelancer, Living with family, and 2 recent credit inquiries.",Rejected
"Applicant earns $132599 annually, has a credit score of 718, no outstanding loan, 7 missed payments in the last year, employment status: Freelancer, Living with roommates, and 4 recent credit inquiries.",Rejected
